Match_ID,Date,Competition,Home_Team,Away_Team,Home_Rank,Away_Rank,Home_Elo,Away_Elo,Home_Goals,Away_Goals,Goal_Diff,Home_Form,Away_Form,Home_Win_Pct,Away_Win_Pct,Clean_Sheet_Pct,Host_Advantage,Continent_Advantage,Result,Year,Month,Total Goals,Rank Difference,Teams,Total Match Played,Total Win,Win %,Trim Home_TEAM,Trim Away_TEAM,Team,,
611,03-09-2016,Nations League,Austria,England,27,24,2117,1856,1,0,1,3.54,3.02,64,60,35,0,1,Home Win,2016,9,1,3,,,,,Austria,England,,,
612,04-09-2016,Continental Cup,Senegal,Switzerland,5,13,1992,2030,3,3,0,2.93,3.8,58,68,63,1,1,Draw,2016,9,6,-8,,,,,Senegal,Switzerland,,,
613,05-09-2016,WC Qualifier,USA,Brazil,18,3,2157,1897,0,0,0,3.01,3.44,56,51,45,0,0,Draw,2016,9,0,15,,,,,USA,Brazil,,,
614,06-09-2016,World Cup,Italy,Colombia,1,13,2145,1943,4,2,2,2.9,2.45,66,78,58,1,1,Home Win,2016,9,6,-12,,,,,Italy,Colombia,,,
615,07-09-2016,WC Qualifier,Poland,Croatia,30,9,2055,2069,0,5,-5,3.57,2.67,50,64,54,0,1,Away Win,2016,9,5,21,,,,,Poland,Croatia,,,
616,08-09-2016,WC Qualifier,Sweden,Portugal,22,29,2110,1872,1,4,-3,4.26,4.29,57,48,30,1,1,Away Win,2016,9,5,-7,,,,,Sweden,Portugal,,,
617,09-09-2016,World Cup,Norway,Morocco,9,11,2125,1826,0,5,-5,4.65,4.5,78,70,34,0,0,Away Win,2016,9,5,-2,,,,,Norway,Morocco,,,
618,10-09-2016,World Cup,England,France,12,26,2067,1853,3,4,-1,2.27,4.48,43,41,42,0,0,Away Win,2016,9,7,-14,,,,,England,France,,,
619,11-09-2016,Continental Cup,Spain,Australia,30,5,1850,1927,0,3,-3,4.4,2.23,46,46,57,1,0,Away Win,2016,9,3,25,,,,,Spain,Australia,,,
620,12-09-2016,WC Qualifier,Germany,Poland,13,4,1813,2125,4,4,0,4.52,3.42,56,65,41,1,1,Draw,2016,9,8,9,,,,,Germany,Poland,,,
621,13-09-2016,World Cup,France,Spain,23,22,1762,2095,4,3,1,4.91,4.02,63,65,50,0,1,Home Win,2016,9,7,1,,,,,France,Spain,,,
622,14-09-2016,Continental Cup,Senegal,South Korea,14,27,1850,1822,3,4,-1,4.39,3.07,59,57,53,0,0,Away Win,2016,9,7,-13,,,,,Senegal,South Korea,,,
623,15-09-2016,WC Qualifier,Mexico,Senegal,16,17,1924,2062,3,5,-2,3.89,3.95,75,80,59,1,0,Away Win,2016,9,8,-1,,,,,Mexico,Senegal,,,
624,16-09-2016,World Cup,Italy,USA,1,23,2097,2026,5,4,1,4.77,3.42,80,48,26,1,1,Home Win,2016,9,9,-22,,,,,Italy,USA,,,
625,17-09-2016,Nations League,USA,Australia,2,28,2058,1813,4,3,1,4.76,2.54,43,78,40,1,0,Home Win,2016,9,7,-26,,,,,USA,Australia,,,
626,18-09-2016,Nations League,USA,Netherlands,14,10,1791,1916,2,5,-3,3.79,3.2,66,84,30,0,0,Away Win,2016,9,7,4,,,,,USA,Netherlands,,,
627,19-09-2016,Friendly,Argentina,Belgium,15,15,1841,1865,2,4,-2,2.5,4.74,57,59,56,1,1,Away Win,2016,9,6,0,,,,,Argentina,Belgium,,,
628,20-09-2016,WC Qualifier,Morocco,Senegal,27,20,2025,1797,4,0,4,3.74,4.41,83,81,43,1,0,Home Win,2016,9,4,7,,,,,Morocco,Senegal,,,
629,21-09-2016,World Cup,Norway,Mexico,16,16,2182,2135,2,3,-1,3.59,3.47,62,65,43,0,1,Away Win,2016,9,5,0,,,,,Norway,Mexico,,,
630,22-09-2016,Friendly,Austria,Mexico,15,4,2158,2160,1,4,-3,3.41,3.43,72,65,33,1,1,Away Win,2016,9,5,11,,,,,Austria,Mexico,,,
631,23-09-2016,World Cup,USA,Mexico,21,12,2144,2023,1,4,-3,4.73,4.24,82,75,62,0,1,Away Win,2016,9,5,9,,,,,USA,Mexico,,,
632,24-09-2016,Friendly,Belgium,USA,27,14,1855,1987,0,0,0,3.77,2.13,80,48,26,0,0,Draw,2016,9,0,13,,,,,Belgium,USA,,,
633,25-09-2016,Friendly,Mexico,Nigeria,30,21,2133,1754,5,0,5,2.17,4.2,70,46,64,0,1,Home Win,2016,9,5,9,,,,,Mexico,Nigeria,,,
634,26-09-2016,WC Qualifier,Poland,Nigeria,22,26,2027,1769,5,5,0,5,2.44,54,64,25,0,0,Draw,2016,9,10,-4,,,,,Poland,Nigeria,,,
635,27-09-2016,Continental Cup,Denmark,Switzerland,4,22,1761,1899,4,4,0,4.34,4.91,54,46,38,1,1,Draw,2016,9,8,-18,,,,,Denmark,Switzerland,,,
636,28-09-2016,Continental Cup,Serbia,Denmark,15,16,2009,1893,2,1,1,2.83,3.08,64,70,64,0,0,Home Win,2016,9,3,-1,,,,,Serbia,Denmark,,,
637,29-09-2016,World Cup,Denmark,Netherlands,22,16,1970,1936,2,2,0,4.34,4.68,65,69,57,0,0,Draw,2016,9,4,6,,,,,Denmark,Netherlands,,,
638,30-09-2016,Continental Cup,Australia,Argentina,1,12,1939,1923,1,2,-1,2.93,3.78,47,62,51,0,1,Away Win,2016,9,3,-11,,,,,Australia,Argentina,,,
639,01-10-2016,Friendly,Argentina,Morocco,15,6,2085,2149,2,5,-3,2.66,2.42,44,60,61,0,0,Away Win,2016,10,7,9,,,,,Argentina,Morocco,,,
640,02-10-2016,Friendly,Japan,Switzerland,18,15,2173,1927,3,1,2,2.28,3.13,67,51,31,1,0,Home Win,2016,10,4,3,,,,,Japan,Switzerland,,,
641,03-10-2016,Continental Cup,France,Poland,10,13,1988,1952,0,5,-5,4.68,2.88,50,83,61,1,0,Away Win,2016,10,5,-3,,,,,France,Poland,,,
642,04-10-2016,Nations League,Turkey,France,15,9,2104,1856,4,3,1,2.48,4.12,68,62,43,0,1,Home Win,2016,10,7,6,,,,,Turkey,France,,,
643,05-10-2016,Continental Cup,Spain,South Korea,2,29,1792,2025,1,2,-1,3.98,3.05,62,42,51,0,1,Away Win,2016,10,3,-27,,,,,Spain,South Korea,,,
644,06-10-2016,Continental Cup,Switzerland,France,5,27,2009,1911,5,5,0,2.88,2.6,62,60,45,0,1,Draw,2016,10,10,-22,,,,,Switzerland,France,,,
645,07-10-2016,Nations League,Mexico,Nigeria,25,3,1977,1970,0,1,-1,3.62,4.65,63,55,42,0,1,Away Win,2016,10,1,22,,,,,Mexico,Nigeria,,,
646,08-10-2016,Friendly,Nigeria,Japan,6,27,2156,2050,1,5,-4,4.15,4.09,73,77,49,1,1,Away Win,2016,10,6,-21,,,,,Nigeria,Japan,,,
647,09-10-2016,Nations League,Senegal,Japan,3,8,1779,1775,3,1,2,4.03,4.52,58,77,63,1,1,Home Win,2016,10,4,-5,,,,,Senegal,Japan,,,
648,10-10-2016,Continental Cup,Turkey,Norway,24,28,2048,1819,1,5,-4,2.81,4.45,82,59,35,0,0,Away Win,2016,10,6,-4,,,,,Turkey,Norway,,,
649,11-10-2016,WC Qualifier,Sweden,Poland,17,15,1963,1778,1,5,-4,3.26,4.54,60,62,54,0,0,Away Win,2016,10,6,2,,,,,Sweden,Poland,,,
650,12-10-2016,Friendly,Nigeria,Senegal,11,14,1969,1933,3,2,1,2.52,4.23,73,53,53,0,1,Home Win,2016,10,5,-3,,,,,Nigeria,Senegal,,,
651,13-10-2016,WC Qualifier,Switzerland,Senegal,20,10,1819,1985,3,5,-2,4.38,3.97,79,57,33,1,0,Away Win,2016,10,8,10,,,,,Switzerland,Senegal,,,
652,14-10-2016,World Cup,Serbia,Italy,8,5,2136,1859,4,1,3,3.84,2.95,81,66,45,1,0,Home Win,2016,10,5,3,,,,,Serbia,Italy,,,
653,15-10-2016,Nations League,Italy,Colombia,20,4,1764,2009,4,1,3,3.51,4.83,47,81,50,1,1,Home Win,2016,10,5,16,,,,,Italy,Colombia,,,
654,16-10-2016,Friendly,Canada,Colombia,6,30,2168,2033,4,3,1,4.39,2.17,53,85,43,1,0,Home Win,2016,10,7,-24,,,,,Canada,Colombia,,,
655,17-10-2016,WC Qualifier,Nigeria,Brazil,2,6,1987,1824,3,1,2,3.81,2.37,62,40,27,1,1,Home Win,2016,10,4,-4,,,,,Nigeria,Brazil,,,
656,18-10-2016,World Cup,Switzerland,Austria,21,29,1895,2002,5,2,3,3.97,3.02,84,57,40,0,0,Home Win,2016,10,7,-8,,,,,Switzerland,Austria,,,
657,19-10-2016,World Cup,Norway,Brazil,22,9,2047,1990,2,5,-3,2.36,2.82,51,62,63,0,0,Away Win,2016,10,7,13,,,,,Norway,Brazil,,,
658,20-10-2016,World Cup,USA,Nigeria,12,12,2101,1791,0,2,-2,2.32,3.74,73,72,53,1,1,Away Win,2016,10,2,0,,,,,USA,Nigeria,,,
659,21-10-2016,Friendly,Japan,Spain,6,30,2100,1791,4,5,-1,2.64,3.99,64,76,36,0,0,Away Win,2016,10,9,-24,,,,,Japan,Spain,,,
660,22-10-2016,Friendly,Belgium,England,22,12,1909,2183,4,2,2,3.73,2.53,40,44,25,0,1,Home Win,2016,10,6,10,,,,,Belgium,England,,,
661,23-10-2016,WC Qualifier,Turkey,Poland,4,17,1924,1870,5,3,2,4,2.02,76,50,58,1,1,Home Win,2016,10,8,-13,,,,,Turkey,Poland,,,
662,24-10-2016,World Cup,Switzerland,France,26,14,1932,2145,1,4,-3,3.47,3.34,78,58,45,1,0,Away Win,2016,10,5,12,,,,,Switzerland,France,,,
663,25-10-2016,WC Qualifier,Senegal,South Korea,5,12,2081,1962,5,4,1,4.46,4.68,77,64,39,1,1,Home Win,2016,10,9,-7,,,,,Senegal,South Korea,,,
664,26-10-2016,WC Qualifier,Nigeria,Senegal,19,16,1758,2188,3,5,-2,4.54,4.82,70,40,64,0,1,Away Win,2016,10,8,3,,,,,Nigeria,Senegal,,,
665,27-10-2016,WC Qualifier,Turkey,Croatia,1,11,1785,2003,5,4,1,2.52,4.94,79,58,38,1,1,Home Win,2016,10,9,-10,,,,,Turkey,Croatia,,,
666,28-10-2016,Continental Cup,France,Serbia,28,20,1926,2114,4,2,2,3.49,3.97,74,85,54,1,0,Home Win,2016,10,6,8,,,,,France,Serbia,,,
667,29-10-2016,Continental Cup,France,Netherlands,16,23,2112,2169,2,3,-1,3.67,2.9,51,52,48,1,0,Away Win,2016,10,5,-7,,,,,France,Netherlands,,,
668,30-10-2016,WC Qualifier,England,Nigeria,5,13,2155,2086,2,1,1,4.25,4.41,78,54,45,1,1,Home Win,2016,10,3,-8,,,,,England,Nigeria,,,
669,31-10-2016,Continental Cup,Uruguay,Australia,24,12,2006,2079,0,5,-5,3.18,2.51,77,51,49,0,0,Away Win,2016,10,5,12,,,,,Uruguay,Australia,,,
670,01-11-2016,World Cup,Austria,France,21,22,1946,1773,0,1,-1,3.85,2.93,41,69,45,0,1,Away Win,2016,11,1,-1,,,,,Austria,France,,,
671,02-11-2016,World Cup,Canada,Colombia,15,13,2168,1752,1,2,-1,3.89,4.37,80,55,59,1,1,Away Win,2016,11,3,2,,,,,Canada,Colombia,,,
672,03-11-2016,Continental Cup,Italy,Canada,29,9,2123,2006,5,2,3,2.86,2.48,77,53,30,1,0,Home Win,2016,11,7,20,,,,,Italy,Canada,,,
673,04-11-2016,Nations League,Poland,Switzerland,17,8,1942,1802,1,2,-1,3.65,3.95,52,58,49,0,0,Away Win,2016,11,3,9,,,,,Poland,Switzerland,,,
674,05-11-2016,Continental Cup,Sweden,Germany,25,18,2122,2069,2,0,2,2.59,3.32,63,83,44,1,1,Home Win,2016,11,2,7,,,,,Sweden,Germany,,,
675,06-11-2016,Friendly,Mexico,Netherlands,30,14,1995,1975,0,2,-2,3.46,3.29,80,82,58,1,0,Away Win,2016,11,2,16,,,,,Mexico,Netherlands,,,
676,07-11-2016,Friendly,Sweden,Colombia,17,10,2130,2108,3,4,-1,4.34,4.87,67,61,34,0,1,Away Win,2016,11,7,7,,,,,Sweden,Colombia,,,
677,08-11-2016,WC Qualifier,Netherlands,Croatia,6,11,2178,1800,1,4,-3,2.33,3.28,43,67,58,1,1,Away Win,2016,11,5,-5,,,,,Netherlands,Croatia,,,
678,09-11-2016,WC Qualifier,Turkey,Australia,4,1,1795,2017,0,2,-2,2.22,2.81,78,50,26,0,1,Away Win,2016,11,2,3,,,,,Turkey,Australia,,,
679,10-11-2016,WC Qualifier,Morocco,Poland,14,5,2004,1764,0,4,-4,2.56,2.96,50,40,45,1,1,Away Win,2016,11,4,9,,,,,Morocco,Poland,,,
680,11-11-2016,Nations League,Turkey,Germany,3,16,2007,2186,1,2,-1,2.12,3.69,68,72,53,0,0,Away Win,2016,11,3,-13,,,,,Turkey,Germany,,,
681,12-11-2016,World Cup,Brazil,Australia,18,11,1900,2019,0,0,0,2.18,4.06,75,63,43,0,1,Draw,2016,11,0,7,,,,,Brazil,Australia,,,
682,13-11-2016,Friendly,Norway,Japan,6,15,1835,2183,0,5,-5,4.34,4.23,65,76,65,1,0,Away Win,2016,11,5,-9,,,,,Norway,Japan,,,
683,14-11-2016,Continental Cup,Canada,Austria,1,8,1894,2039,1,3,-2,2.2,3.58,42,58,25,0,1,Away Win,2016,11,4,-7,,,,,Canada,Austria,,,
684,15-11-2016,Nations League,Norway,Croatia,24,27,1822,1810,2,0,2,3.01,3.25,49,49,58,1,0,Home Win,2016,11,2,-3,,,,,Norway,Croatia,,,
685,16-11-2016,Nations League,Poland,Senegal,8,16,1781,1931,4,2,2,3.83,4.72,62,78,30,0,0,Home Win,2016,11,6,-8,,,,,Poland,Senegal,,,
686,17-11-2016,WC Qualifier,Senegal,Norway,10,24,1832,1963,3,2,1,3.42,2.93,56,71,50,1,1,Home Win,2016,11,5,-14,,,,,Senegal,Norway,,,
687,18-11-2016,Continental Cup,Mexico,Morocco,7,22,1784,1812,1,0,1,2.97,2.94,73,50,47,0,1,Home Win,2016,11,1,-15,,,,,Mexico,Morocco,,,
688,19-11-2016,WC Qualifier,Italy,Croatia,19,14,2108,1841,2,1,1,3.64,2.64,48,47,47,0,0,Home Win,2016,11,3,5,,,,,Italy,Croatia,,,
689,20-11-2016,Nations League,Denmark,Sweden,20,3,1822,2155,3,0,3,2.72,2.71,44,52,55,0,1,Home Win,2016,11,3,17,,,,,Denmark,Sweden,,,
690,21-11-2016,WC Qualifier,Morocco,Uruguay,15,8,1988,1874,2,0,2,4.91,4.54,55,75,41,1,0,Home Win,2016,11,2,7,,,,,Morocco,Uruguay,,,
691,22-11-2016,Nations League,South Korea,Austria,25,24,2187,2144,5,2,3,3.2,3.2,62,54,50,1,0,Home Win,2016,11,7,1,,,,,South Korea,Austria,,,
692,23-11-2016,Nations League,Senegal,Netherlands,12,9,2177,2097,5,1,4,4.25,3.71,57,69,56,0,0,Home Win,2016,11,6,3,,,,,Senegal,Netherlands,,,
693,24-11-2016,WC Qualifier,South Korea,Australia,21,24,2081,2026,1,3,-2,3.38,3.6,41,71,38,0,0,Away Win,2016,11,4,-3,,,,,South Korea,Australia,,,
694,25-11-2016,World Cup,Sweden,Switzerland,11,5,2177,2177,2,2,0,4.89,3.11,69,62,58,0,0,Draw,2016,11,4,6,,,,,Sweden,Switzerland,,,
695,26-11-2016,WC Qualifier,Spain,Norway,26,12,2006,2089,1,5,-4,3.3,4.9,69,51,47,1,1,Away Win,2016,11,6,14,,,,,Spain,Norway,,,
696,27-11-2016,Continental Cup,Sweden,Turkey,18,11,2033,1954,4,0,4,4.66,3.95,66,46,53,1,0,Home Win,2016,11,4,7,,,,,Sweden,Turkey,,,
697,28-11-2016,Nations League,Portugal,France,24,30,1971,2172,2,3,-1,2.92,3.7,45,81,41,1,0,Away Win,2016,11,5,-6,,,,,Portugal,France,,,
698,29-11-2016,WC Qualifier,Germany,Brazil,20,11,1986,1888,2,4,-2,4.63,2.63,79,67,49,0,1,Away Win,2016,11,6,9,,,,,Germany,Brazil,,,
699,30-11-2016,Friendly,Spain,USA,7,7,1895,2069,5,5,0,2.02,4.91,83,60,28,1,1,Draw,2016,11,10,0,,,,,Spain,USA,,,
700,01-12-2016,Friendly,Japan,Brazil,6,14,1857,2076,1,3,-2,3.02,3.61,77,41,42,0,0,Away Win,2016,12,4,-8,,,,,Japan,Brazil,,,
701,02-12-2016,Continental Cup,Denmark,Brazil,12,28,2136,1793,3,1,2,2.33,4.53,73,42,65,0,0,Home Win,2016,12,4,-16,,,,,Denmark,Brazil,,,
702,03-12-2016,WC Qualifier,Portugal,Croatia,23,20,1993,2148,1,1,0,4.75,4.75,73,50,33,1,1,Draw,2016,12,2,3,,,,,Portugal,Croatia,,,
703,04-12-2016,World Cup,Brazil,Poland,6,8,2180,1905,3,5,-2,2.42,4.75,43,75,35,1,0,Away Win,2016,12,8,-2,,,,,Brazil,Poland,,,
704,05-12-2016,Nations League,Italy,Denmark,10,26,1958,1954,2,1,1,4.66,3.38,79,76,37,0,0,Home Win,2016,12,3,-16,,,,,Italy,Denmark,,,
705,06-12-2016,Friendly,Serbia,Australia,11,21,1953,1962,5,4,1,2.81,2.15,49,53,38,1,1,Home Win,2016,12,9,-10,,,,,Serbia,Australia,,,
706,07-12-2016,World Cup,Poland,Portugal,23,5,2160,1930,5,1,4,4.91,2.06,52,57,50,0,0,Home Win,2016,12,6,18,,,,,Poland,Portugal,,,
707,08-12-2016,WC Qualifier,Turkey,Belgium,29,5,1762,1893,2,5,-3,4.34,2.6,70,44,44,1,1,Away Win,2016,12,7,24,,,,,Turkey,Belgium,,,
708,09-12-2016,Continental Cup,Netherlands,Brazil,27,17,2019,1797,3,4,-1,2.75,2.35,60,40,48,0,1,Away Win,2016,12,7,10,,,,,Netherlands,Brazil,,,
709,10-12-2016,Nations League,Turkey,Denmark,19,27,1937,1906,2,1,1,2.11,2.7,40,64,59,1,0,Home Win,2016,12,3,-8,,,,,Turkey,Denmark,,,
710,11-12-2016,WC Qualifier,Germany,Poland,13,24,1790,1897,1,5,-4,4.84,2.01,74,68,57,1,0,Away Win,2016,12,6,-11,,,,,Germany,Poland,,,
711,12-12-2016,Friendly,Germany,South Korea,6,17,2161,1785,0,2,-2,3,3.56,80,49,45,1,0,Away Win,2016,12,2,-11,,,,,Germany,South Korea,,,
712,13-12-2016,Nations League,Serbia,Portugal,25,20,2117,1790,2,5,-3,2.31,4.4,52,73,33,0,1,Away Win,2016,12,7,5,,,,,Serbia,Portugal,,,
713,14-12-2016,WC Qualifier,Morocco,Austria,10,13,1774,1770,4,1,3,4.55,4.62,49,74,63,0,0,Home Win,2016,12,5,-3,,,,,Morocco,Austria,,,
714,15-12-2016,World Cup,England,USA,23,13,1757,2076,3,0,3,3.75,2.3,46,80,61,0,0,Home Win,2016,12,3,10,,,,,England,USA,,,
715,16-12-2016,Nations League,Poland,Japan,6,19,2105,2199,0,1,-1,4.93,4.15,57,61,29,1,1,Away Win,2016,12,1,-13,,,,,Poland,Japan,,,
716,17-12-2016,Friendly,Serbia,Sweden,7,7,1912,1783,3,1,2,4.39,3.65,74,62,35,0,0,Home Win,2016,12,4,0,,,,,Serbia,Sweden,,,
717,18-12-2016,Friendly,Denmark,Canada,12,12,1780,1839,4,1,3,4.75,2.63,85,51,35,1,1,Home Win,2016,12,5,0,,,,,Denmark,Canada,,,
718,19-12-2016,Friendly,Japan,Senegal,9,3,1845,1751,2,5,-3,3.91,4.23,57,44,29,0,0,Away Win,2016,12,7,6,,,,,Japan,Senegal,,,
719,20-12-2016,Nations League,South Korea,Serbia,8,28,2177,1938,5,1,4,4.05,2.61,50,75,49,0,1,Home Win,2016,12,6,-20,,,,,South Korea,Serbia,,,
720,21-12-2016,Nations League,Turkey,Japan,2,9,2166,2099,1,3,-2,3.29,2.58,47,82,46,1,1,Away Win,2016,12,4,-7,,,,,Turkey,Japan,,,
721,22-12-2016,WC Qualifier,Brazil,Croatia,30,28,2034,1841,5,2,3,3.32,4.88,71,58,61,0,1,Home Win,2016,12,7,2,,,,,Brazil,Croatia,,,
722,23-12-2016,Nations League,Netherlands,Italy,1,6,1786,2001,2,3,-1,2.34,2.7,40,76,27,0,0,Away Win,2016,12,5,-5,,,,,Netherlands,Italy,,,
723,24-12-2016,Friendly,Nigeria,Australia,1,8,1881,2098,3,1,2,3.74,3.65,42,77,36,1,0,Home Win,2016,12,4,-7,,,,,Nigeria,Australia,,,
724,25-12-2016,WC Qualifier,Argentina,Serbia,14,20,1985,1904,5,3,2,4.5,4.58,84,42,41,1,1,Home Win,2016,12,8,-6,,,,,Argentina,Serbia,,,
725,26-12-2016,Nations League,Canada,Sweden,23,28,1854,2103,1,3,-2,2.59,2.16,79,52,59,0,1,Away Win,2016,12,4,-5,,,,,Canada,Sweden,,,
726,27-12-2016,World Cup,Serbia,Spain,23,17,1910,2018,4,3,1,3.61,4.99,45,61,28,0,0,Home Win,2016,12,7,6,,,,,Serbia,Spain,,,
727,28-12-2016,Friendly,Norway,Uruguay,8,19,2090,2104,5,3,2,2.6,2.77,57,61,42,1,1,Home Win,2016,12,8,-11,,,,,Norway,Uruguay,,,
728,29-12-2016,Friendly,Nigeria,USA,28,4,2183,2052,3,3,0,2.61,2.54,67,65,30,1,1,Draw,2016,12,6,24,,,,,Nigeria,USA,,,
729,30-12-2016,WC Qualifier,Mexico,South Korea,2,19,1793,1766,3,0,3,4.02,3.56,72,54,62,1,1,Home Win,2016,12,3,-17,,,,,Mexico,South Korea,,,
730,31-12-2016,WC Qualifier,South Korea,Serbia,9,16,1814,1802,5,5,0,3.76,2.21,51,85,48,1,0,Draw,2016,12,10,-7,,,,,South Korea,Serbia,,,
731,01-01-2017,Friendly,Belgium,Norway,10,14,2030,1829,2,0,2,3.05,2.43,51,77,62,1,1,Home Win,2017,1,2,-4,,,,,Belgium,Norway,,,
732,02-01-2017,WC Qualifier,Norway,Morocco,13,4,1892,1936,5,5,0,2.39,2.04,64,64,55,0,0,Draw,2017,1,10,9,,,,,Norway,Morocco,,,
733,03-01-2017,World Cup,Germany,Mexico,13,16,1961,2069,1,5,-4,3.02,4.63,54,54,55,1,0,Away Win,2017,1,6,-3,,,,,Germany,Mexico,,,
734,04-01-2017,Friendly,South Korea,Nigeria,27,1,1861,2052,1,1,0,4.62,2.43,42,83,52,1,1,Draw,2017,1,2,26,,,,,South Korea,Nigeria,,,
735,05-01-2017,Continental Cup,Australia,Colombia,3,25,2030,1895,5,4,1,2.48,2.67,47,64,48,0,1,Home Win,2017,1,9,-22,,,,,Australia,Colombia,,,
736,06-01-2017,World Cup,South Korea,Japan,22,9,2019,2197,2,3,-1,4.33,3.56,44,76,25,1,0,Away Win,2017,1,5,13,,,,,South Korea,Japan,,,
737,07-01-2017,Continental Cup,Norway,Portugal,2,11,1868,2044,5,4,1,4.72,2.42,62,76,50,1,1,Home Win,2017,1,9,-9,,,,,Norway,Portugal,,,
738,08-01-2017,World Cup,Turkey,Belgium,28,8,2012,1995,3,3,0,2.4,2.67,64,46,65,1,0,Draw,2017,1,6,20,,,,,Turkey,Belgium,,,
739,09-01-2017,Continental Cup,Germany,Nigeria,7,3,2081,1944,0,5,-5,3.42,4.95,54,72,41,0,0,Away Win,2017,1,5,4,,,,,Germany,Nigeria,,,
740,10-01-2017,World Cup,Germany,USA,29,15,2073,2040,5,2,3,2.76,4,78,58,30,0,0,Home Win,2017,1,7,14,,,,,Germany,USA,,,
741,11-01-2017,Friendly,Morocco,USA,23,20,2024,2077,1,2,-1,4.99,4.21,82,53,60,1,0,Away Win,2017,1,3,3,,,,,Morocco,USA,,,
742,12-01-2017,World Cup,Turkey,Argentina,21,13,2094,2036,4,2,2,2.92,3.56,55,79,52,0,0,Home Win,2017,1,6,8,,,,,Turkey,Argentina,,,
743,13-01-2017,Friendly,Denmark,Spain,9,12,2082,1983,2,5,-3,2.59,4.61,53,82,46,1,1,Away Win,2017,1,7,-3,,,,,Denmark,Spain,,,
744,14-01-2017,Friendly,Japan,England,16,22,2111,1878,0,1,-1,4.81,4.12,79,40,42,0,1,Away Win,2017,1,1,-6,,,,,Japan,England,,,
745,15-01-2017,Friendly,Brazil,Austria,27,21,1940,2123,2,3,-1,2.91,3.28,45,60,27,0,1,Away Win,2017,1,5,6,,,,,Brazil,Austria,,,
746,16-01-2017,Friendly,France,Mexico,10,27,2192,1799,2,3,-1,3.89,4.84,84,66,65,0,0,Away Win,2017,1,5,-17,,,,,France,Mexico,,,
747,17-01-2017,WC Qualifier,Morocco,Turkey,12,27,2032,2133,3,5,-2,2.57,2.02,69,78,60,0,1,Away Win,2017,1,8,-15,,,,,Morocco,Turkey,,,
748,18-01-2017,World Cup,Brazil,Belgium,4,17,1840,2198,1,4,-3,3.65,3.38,45,72,43,1,1,Away Win,2017,1,5,-13,,,,,Brazil,Belgium,,,
749,19-01-2017,Friendly,Brazil,Portugal,2,8,1846,1871,5,1,4,3.92,2.72,49,59,26,0,0,Home Win,2017,1,6,-6,,,,,Brazil,Portugal,,,
750,20-01-2017,Continental Cup,England,Morocco,20,12,1867,2104,2,5,-3,4.44,2.43,84,52,49,1,0,Away Win,2017,1,7,8,,,,,England,Morocco,,,
751,21-01-2017,WC Qualifier,England,South Korea,20,24,2151,1800,5,1,4,3.15,3.96,62,79,25,1,0,Home Win,2017,1,6,-4,,,,,England,South Korea,,,
752,22-01-2017,Nations League,Australia,Sweden,9,11,2165,1936,2,2,0,3.85,2.38,70,41,59,0,0,Draw,2017,1,4,-2,,,,,Australia,Sweden,,,
753,23-01-2017,Friendly,USA,Germany,14,27,1990,1960,2,1,1,3.92,4.81,56,62,35,1,0,Home Win,2017,1,3,-13,,,,,USA,Germany,,,
754,24-01-2017,Nations League,Brazil,Senegal,27,5,2149,2120,1,0,1,3.12,2.14,70,50,28,0,1,Home Win,2017,1,1,22,,,,,Brazil,Senegal,,,
755,25-01-2017,Continental Cup,Canada,Austria,22,1,1772,1934,4,2,2,4.92,4.01,62,47,55,0,0,Home Win,2017,1,6,21,,,,,Canada,Austria,,,
756,26-01-2017,Continental Cup,Denmark,Mexico,9,24,1792,2167,3,0,3,4.81,3.51,78,77,27,1,0,Home Win,2017,1,3,-15,,,,,Denmark,Mexico,,,
757,27-01-2017,World Cup,Austria,Mexico,8,24,2196,1939,1,5,-4,3.3,3,47,45,49,1,1,Away Win,2017,1,6,-16,,,,,Austria,Mexico,,,
758,28-01-2017,World Cup,Uruguay,Senegal,10,9,2169,1856,0,3,-3,2.95,4.07,62,85,32,1,1,Away Win,2017,1,3,1,,,,,Uruguay,Senegal,,,
759,29-01-2017,Nations League,Brazil,Colombia,5,22,2098,1969,2,1,1,2.88,2.15,48,67,58,1,1,Home Win,2017,1,3,-17,,,,,Brazil,Colombia,,,
760,30-01-2017,WC Qualifier,Nigeria,Netherlands,23,16,2097,1911,5,0,5,4.94,3.57,65,83,31,1,0,Home Win,2017,1,5,7,,,,,Nigeria,Netherlands,,,
761,31-01-2017,Continental Cup,Denmark,Morocco,29,12,1840,1863,0,3,-3,3.26,2.27,64,45,30,1,1,Away Win,2017,1,3,17,,,,,Denmark,Morocco,,,
762,01-02-2017,Nations League,Switzerland,Netherlands,25,1,2171,2000,1,2,-1,2.2,2.45,83,73,61,1,0,Away Win,2017,2,3,24,,,,,Switzerland,Netherlands,,,
763,02-02-2017,Continental Cup,Italy,Serbia,14,18,1975,1860,3,3,0,4.81,4.06,45,80,30,0,0,Draw,2017,2,6,-4,,,,,Italy,Serbia,,,
764,03-02-2017,WC Qualifier,Croatia,Colombia,14,11,2087,2182,1,1,0,2.43,2.94,78,57,49,0,1,Draw,2017,2,2,3,,,,,Croatia,Colombia,,,
